	superkingdom	kingdom	subkingdom	phylum	subphylum	class	subclass	order	suborder	family	genus	species group	species
63400	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Onygenales		Arthrodermataceae	Trichophyton		Trichophyton benhamiae
63402	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Onygenales		Arthrodermataceae	Nannizzia		Nannizzia gypsea
63405	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Onygenales		Arthrodermataceae	Microsporum		Microsporum canis
63417	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Onygenales		Arthrodermataceae	Trichophyton		Trichophyton verrucosum
63577	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Hypocreaceae	Trichoderma		Trichoderma atroviride
64495	Eukaryota	Fungi		Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales	Mucorineae	Rhizopodaceae	Rhizopus		Rhizopus oryzae
64517	Eukaryota	Fungi		Chytridiomycota		Chytridiomycetes		Rhizophlyctidales		Rhizophlyctidaceae	Rhizophlyctis		Rhizophlyctis rosea
64609	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Nectriaceae	Ilyonectria		Ilyonectria destructans
68401	Eukaryota	Fungi		Zoopagomycota	Kickxellomycotina	Kickxellomycetes		Kickxellales		Kickxellaceae	Spiromyces		Spiromyces aspiralis
68825	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Trichocomaceae	Rasamsonia		Rasamsonia emersonii
70189	Eukaryota	Fungi		Olpidiomycota	Olpidiomycotina	Olpidiomycetes		Olpidiales		Olpidiaceae	Olpidium		Olpidium brassicae
71246	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae	Kazachstania		Kazachstania viticola
71617	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Ophiocordycipitaceae	Tolypocladium		Tolypocladium ophioglossoides
73501	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Cordycipitaceae	Cordyceps		Cordyceps militaris
74035	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Onygenales		Arthrodermataceae	Arthroderma		Arthroderma uncinatum
75736	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales			Starmerella		Starmerella bombicola
76773	Eukaryota	Fungi	Dikarya	Basidiomycota	Ustilaginomycotina	Malasseziomycetes		Malasseziales		Malasseziaceae	Malassezia		Malassezia globosa
76777	Eukaryota	Fungi	Dikarya	Basidiomycota	Ustilaginomycotina	Malasseziomycetes		Malasseziales		Malasseziaceae	Malassezia		Malassezia sympodialis
77020	Eukaryota	Fungi	Dikarya	Basidiomycota	Ustilaginomycotina	Malasseziomycetes		Malasseziales		Malasseziaceae	Malassezia		Malassezia pachydermatis
77105	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales		Sclerotiniaceae	Sclerotinia		Sclerotinia borealis
78579	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Sordariales		Chaetomiaceae	Thermothelomyces		Thermothelomyces thermophilus
78898	Eukaryota	Fungi		Mucoromycota	Mortierellomycotina	Mortierellomycetes		Mortierellales		Mortierellaceae	Mortierella		Mortierella verticillata
78909	Eukaryota	Fungi		Zoopagomycota	Zoopagomycotina	Zoopagomycetes		Zoopagales		Piptocephalidaceae	Kuzuhaea		Kuzuhaea moniliformis
78913	Eukaryota	Fungi		Zoopagomycota	Zoopagomycotina	Zoopagomycetes		Zoopagales		Helicocephalidaceae	Rhopalomyces		Rhopalomyces elegans
78917	Eukaryota	Fungi		Zoopagomycota	Zoopagomycotina	Zoopagomycetes		Zoopagales		Piptocephalidaceae	Piptocephalis		Piptocephalis corymbifera
78925	Eukaryota	Fungi		Zoopagomycota	Kickxellomycotina	Dimargaritomycetes		Dimargaritales		Dimargaritaceae	Dimargaris		Dimargaris bacillispora
79858	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes				Pseudeurotiaceae	Pseudogymnoascus		Pseudogymnoascus pannorum
80637	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Boletales	Coniophorineae	Coniophoraceae	Coniophora		Coniophora puteana
80884	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Glomerellales		Glomerellaceae	Colletotrichum		Colletotrichum higginsianum
82268	Eukaryota	Fungi		Chytridiomycota		Monoblepharidomycetes		Monoblepharidales			Hyaloraphidium		Hyaloraphidium curvatum
82508	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Trichosporonales		Trichosporonaceae	Trichosporon		Trichosporon asahii
84751	Eukaryota	Fungi	Dikarya	Basidiomycota	Ustilaginomycotina	Ustilaginomycetes		Ustilaginales		Ustilaginaceae	Anthracocystis		Anthracocystis flocculosa
84753	Eukaryota	Fungi	Dikarya	Basidiomycota	Ustilaginomycotina	Ustilaginomycetes		Ustilaginales		Ustilaginaceae	Moesziomyces		Moesziomyces antarcticus
85929	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae	Sphaerulina		Sphaerulina musiva
85982	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Boletales	Coniophorineae	Serpulaceae	Serpula		Serpula lacrymans
86049	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae	Cladophialophora		Cladophialophora carrionii
86056	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae	Rhinocladiella		Rhinocladiella mackenziei
89940	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae	Cladophialophora		Cladophialophora bantiana
91928	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae	Exophiala		Exophiala spinifera
92637	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Clavicipitaceae	Metarhizium		Metarhizium acridum
93612	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae	Exserohilum		Exserohilum turcicum
97096	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Xylariomycetidae	Xylariales		Diatrypaceae	Eutypa		Eutypa lata
100756	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes		Russulales		Hericiaceae	Hericium		Hericium coralloides
100816	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Sordariales			Madurella		Madurella mycetomatis
101028	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Nectriaceae	Fusarium	Fusarium sambucinum species complex	Fusarium pseudograminearum
101162	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae	Bipolaris		Bipolaris oryzae
101852	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales		Helotiaceae	Glarea		Glarea lozoyensis
103449	Eukaryota	Fungi		Microsporidia					Pansporoblastina	Pleistophoridae	Vavraia		Vavraia culicis
104341	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes		Polyporales		Dacryobolaceae	Postia		Postia placenta
104355	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes		Gloeophyllales		Gloeophyllaceae	Gloeophyllum		Gloeophyllum trabeum
104669	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Tremellales		Cryptococcaceae	Cryptococcus		Cryptococcus amylolentus
109760	Eukaryota	Fungi		Chytridiomycota		Chytridiomycetes		Spizellomycetales		Spizellomycetaceae	Spizellomyces		Spizellomyces punctatus
109871	Eukaryota	Fungi		Chytridiomycota		Chytridiomycetes		Rhizophydiales			Batrachochytrium		Batrachochytrium dendrobatidis
109936	Eukaryota	Fungi		Chytridiomycota		Chytridiomycetes		Cladochytriales		Cladochytriaceae	Cladochytrium		Cladochytrium replicatum
110093	Eukaryota	Fungi		Chytridiomycota		Chytridiomycetes		Polychytriales			Polychytrium		Polychytrium aggregatum
111463	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Ophiocordycipitaceae	Hirsutella		Hirsutella rhossiliensis
113608	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae	Tetrapisispora		Tetrapisispora phaffii
114155	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes		Polyporales		Polyporaceae	Dichomitus		Dichomitus squalens
114497	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Cordycipitaceae	Cordyceps		Cordyceps fumosorosea
114524	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae	Saccharomyces		Saccharomyces kudriavzevii
114525	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae	Saccharomyces		Saccharomyces mikatae
114526	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae	Saccharomyces		Saccharomyces cariocanus
115983	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes		Botryosphaeriales		Phyllostictaceae	Phyllosticta		Phyllosticta ampelicida
117179	Eukaryota	Fungi	Dikarya	Basidiomycota	Ustilaginomycotina	Exobasidiomycetes		Tilletiales		Tilletiaceae	Tilletia		Tilletia walkeri
117187	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Nectriaceae	Fusarium	Fusarium fujikuroi species complex	Fusarium verticillioides
118266	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Cordycipitaceae	Beauveria		Beauveria brongniartii
119676	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Onygenales		Arthrodermataceae	Nannizzia		Nannizzia nana
121466	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Debaryomycetaceae	Kurtzmaniella		Kurtzmaniella cleridarum
121759	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Onygenales			Paracoccidioides		Paracoccidioides brasiliensis
133175	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae	Pseudocercospora		Pseudocercospora angolensis
140110	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Nectriaceae	Fusarium	Fusarium solani species complex	[Nectria] haematococca
143960	Eukaryota	Fungi		Blastocladiomycota		Blastocladiomycetes		Blastocladiales		Coelomomycetaceae	Coelomomyces		Coelomomyces stegomyiae
144539	Eukaryota	Fungi		Mucoromycota	Glomeromycotina	Glomeromycetes		Paraglomerales		Paraglomeraceae	Paraglomus		Paraglomus occultum
145971	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Glomerellales		Glomerellaceae	Colletotrichum		Colletotrichum lupini
149040	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales			Phialocephala		Phialocephala scopiformis
152651	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales		Delitschiaceae	Delitschia		Delitschia didyma
153609	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales		Marasmiaceae	Moniliophthora		Moniliophthora perniciosa
154344	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes		Polyporales		Polyporaceae	Ganoderma		Ganoderma meredithae
161997	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Peltigerineae	Peltigeraceae	Peltigera		Peltigera membranacea
162425	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae	Aspergillus		Aspergillus nidulans
169388	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Nectriaceae	Fusarium	Fusarium solani species complex	Fusarium solani
169999	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Pucciniomycetes		Pucciniales		Phakopsoraceae	Phakopsora		Phakopsora meibomiae
170000	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Pucciniomycetes		Pucciniales		Phakopsoraceae	Phakopsora		Phakopsora pachyrhizi
174685	Eukaryota	Fungi		Microsporidia						Ordosporidae	Ordospora		Ordospora colligata
176275	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Cordycipitaceae	Beauveria		Beauveria bassiana
176453	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanoromycetidae	Peltigerales	Peltigerineae	Peltigeraceae	Peltigera		Peltigera dolichorrhiza
184778	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Dipodascaceae	Yarrowia		Yarrowia deformans
192010	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Nectriaceae	Fusarium	Fusarium fujikuroi species complex	Fusarium mangiferae
197054	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Dipodascaceae	Yarrowia		Yarrowia galli
199306	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Onygenales			Coccidioides		Coccidioides posadasii
202698	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes		Corticiales		Punctulariaceae	Punctularia		Punctularia strigosozonata
203908	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Pucciniomycetes		Pucciniales		Melampsoraceae	Melampsora		Melampsora larici-populina
208960	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes		Hymenochaetales		Hymenochaetaceae	Fomitiporia		Fomitiporia mediterranea
209285	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Sordariales		Chaetomiaceae	Chaetomium		Chaetomium thermophilum
210010	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales			Rhynchosporium		Rhynchosporium orthosporum
212818	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae	Exophiala		Exophiala mesophila
215243	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae	Exophiala		Exophiala oligosperma
221103	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales		Marasmiaceae	Moniliophthora		Moniliophthora roreri
223192	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Togniniales		Togniniaceae	Phaeoacremonium		Phaeoacremonium minimum
224420	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales			Shiraia		Shiraia bambusicola
226899	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Ophiostomatales		Ophiostomataceae	Grosmannia		Grosmannia clavigera
230603	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Saccharomycetaceae	Saccharomyces		Saccharomyces uvarum
231932	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes		Polyporales		Phanerochaetaceae	Phanerochaete		Phanerochaete carnosa
236234	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes		Botryosphaeriales		Botryosphaeriaceae	Diplodia		Diplodia corticola
245174	Eukaryota	Fungi	Dikarya	Basidiomycota	Wallemiomycotina	Wallemiomycetes		Wallemiales		Wallemiaceae	Wallemia		Wallemia ichthyophaga
253628	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes		Venturiales		Sympoventuriaceae	Verruconis		Verruconis gallopava
261099	Eukaryota	Fungi		Chytridiomycota		Chytridiomycetes		Rhizophydiales		Terramycetaceae	Boothiomyces		Boothiomyces macroporosum
263815	Eukaryota	Fungi	Dikarya	Ascomycota	Taphrinomycotina	Pneumocystidomycetes		Pneumocystidales		Pneumocystidaceae	Pneumocystis		Pneumocystis murina
273371	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Debaryomycetaceae	Candida		Candida orthopsilosis
273372	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Debaryomycetaceae	Candida		Candida metapsilosis
276838	Eukaryota	Fungi		Blastocladiomycota		Physodermatomycetes		Physodermatales		Physodermataceae	Physoderma		Physoderma maydis
279894	Eukaryota	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes		Saccharomycetales		Trichomonascaceae	Sugiyamaella		Sugiyamaella novakii
