	superkingdom	phylum	subphylum	class	order	suborder	family	subfamily	genus	subgenus	species
1493510	Viruses				Caudovirales		Myoviridae	Tevenvirinae			Synechococcus phage ACG-2014e
1493511	Viruses				Caudovirales		Myoviridae	Tevenvirinae			Synechococcus phage ACG-2014f
1493512	Viruses				Caudovirales		Myoviridae	Tevenvirinae			Synechococcus phage ACG-2014g
1493513	Viruses				Caudovirales		Myoviridae	Tevenvirinae			Synechococcus phage ACG-2014i
1498168	Viruses				Caudovirales		Myoviridae	Spounavirinae			Enterococcus phage ECP3
1498170	Viruses				Caudovirales		Podoviridae	Autographivirinae	T7virus		Escherichia phage PE3-1
1498171	Viruses				Caudovirales		Siphoviridae		Phietavirus		Staphylococcus phage SA97
1498220	Viruses				Caudovirales		Siphoviridae		Biseptimavirus		Staphylococcus phage phiSa119
1505026	Viruses				Caudovirales		Siphoviridae		Phietavirus		Staphylococcus phage 3MRA
1505027	Viruses				Caudovirales		Siphoviridae		Biseptimavirus		Staphylococcus phage 23MRA
1510155	Viruses				Herpesvirales		Herpesviridae	Alphaherpesvirinae	Mardivirus		Columbid alphaherpesvirus 1
1511900	Viruses						Parvoviridae	Parvovirinae	Erythroparvovirus		Primate erythroparvovirus 1
1511908	Viruses						Parvoviridae	Parvovirinae	Protoparvovirus		Rodent protoparvovirus 1
1513185	Viruses						Parvoviridae	Densovirinae	Ambidensovirus		Blattodean ambidensovirus 2
1519999	Viruses				Caudovirales		Siphoviridae		Biseptimavirus		Staphylococcus phage phiBU01
1522092	Viruses				Caudovirales		Myoviridae		Cd119virus		Clostridium phage phiCDHM19
1524881	Viruses				Caudovirales		Podoviridae		P22virus		Enterobacteria phage Sf101
1524882	Viruses				Caudovirales		Siphoviridae				Sinorhizobium phage phiLM21
1526550	Viruses										Sulfitobacter phage NYA-2014a
1527506	Viruses				Caudovirales		Podoviridae	Autographivirinae	T7virus		Escherichia phage CICC 80001
1527516	Viruses				Caudovirales		Siphoviridae		L5virus		Mycobacterium phage MarQuardt
1527519	Viruses				Caudovirales		Myoviridae				Escherichia phage Av-05
1527520	Viruses				Caudovirales		Siphoviridae		L5virus		Mycobacterium phage Piro94
1527524	Viruses				Caudovirales		Myoviridae	Tevenvirinae	Kp15virus		Citrobacter phage Miller
1527531	Viruses				Caudovirales		Myoviridae	Ounavirinae	Felixo1virus		Escherichia virus HY02
1527535	Viruses				Caudovirales		Siphoviridae		L5virus		Mycobacterium phage Tiffany
1530400	Viruses				Caudovirales		Podoviridae		Lit1virus		Pseudomonas phage Pa2
1535290	Viruses						Anelloviridae		Betatorquevirus		Torque teno mini virus ALA22
1536596	Viruses				Caudovirales		Siphoviridae		D3112virus		Pseudomonas phage H70
1536604	Viruses				Caudovirales		Siphoviridae	Mccleskeyvirinae	Una4virus		Leuconostoc virus Ln8
1536605	Viruses				Caudovirales		Siphoviridae	Mccleskeyvirinae	Una4virus		Leuconostoc virus Ln9
1540094	Viruses				Caudovirales		Myoviridae	Ounavirinae	Mooglevirus		Citrobacter virus Moogle
1540097	Viruses				Caudovirales		Podoviridae		Sp58virus		Escherichia virus Pollock
1540099	Viruses				Caudovirales		Siphoviridae		T5virus		Salmonella virus Stitch
1540823	Viruses				Caudovirales		Siphoviridae	Guernseyvirinae	Jerseyvirus		Salmonella virus LSPA1
1541887	Viruses				Caudovirales		Siphoviridae		Chivirus		Salmonella virus Chi
1542090	Viruses				Caudovirales		Myoviridae		Pbunavirus		Pseudomonas phage vB_Pae_PS44
1542743	Viruses						Genomoviridae		Gemykrogvirus		Caribou associated gemykrogvirus 1
1543201	Viruses				Caudovirales		Podoviridae	Autographivirinae	Sp6virus		Salmonella phage BP12B
1543203	Viruses				Caudovirales		Siphoviridae		Chivirus		Salmonella phage BP12C
1547495	Viruses				Picornavirales		Picornaviridae		Salivirus		Salivirus FHB
1548907	Viruses				Caudovirales		Myoviridae		Pbunavirus		Pseudomonas phage vB_PaeM_PAO1_Ab27
1548917	Viruses				Caudovirales		Myoviridae		Pbunavirus		Pseudomonas virus Ab28
1548918	Viruses				Caudovirales		Siphoviridae		D3112virus		Pseudomonas phage vB_PaeS_PAO1_Ab30
1556290	Viruses				Caudovirales		Siphoviridae				Streptomyces phage Jay2Jay
1560285	Viruses				Caudovirales		Siphoviridae		L5virus		Mycobacterium phage Larenn
1560342	Viruses				Caudovirales		Myoviridae				Acinetobacter phage YMC13/03/R2096
1564096	Viruses				Caudovirales		Ackermannviridae				Erwinia virus Ea2809
1566990	Viruses				Caudovirales		Siphoviridae				Streptococcus phage SpSL1
1566995	Viruses				Caudovirales		Podoviridae		Lit1virus		Pseudomonas phage YH6
1567006	Viruses				Caudovirales		Siphoviridae		T5virus		Escherichia virus DT57C
1567472	Viruses				Caudovirales		Siphoviridae	Pclasvirinae	Fishburnevirus		Mycobacterium virus Malithi
1567484	Viruses				Caudovirales		Myoviridae				Lactobacillus phage LfeInf
1567486	Viruses				Caudovirales		Myoviridae	Peduovirinae	P2virus		Enterobacteria phage P88
1572712	Viruses				Caudovirales		Siphoviridae				Geobacillus virus E3
1573458	Viruses				Caudovirales		Siphoviridae				Pseudomonas phage PS-1
1586713	Viruses						Phycodnaviridae		Prasinovirus		Yellowstone lake phycodnavirus 1
1586714	Viruses						Phycodnaviridae		Prasinovirus		Yellowstone lake phycodnavirus 2
1586715	Viruses						Phycodnaviridae		Prasinovirus		Yellowstone lake phycodnavirus 3
1589733	Viruses				Caudovirales		Myoviridae				Cyanophage P-TIM40
1592081	Viruses						Genomoviridae		Gemycircularvirus		Sewage-associated gemycircularvirus 1
1592101	Viruses										Sewage-associated circular DNA virus-34
1604355	Viruses				Caudovirales		Podoviridae		Phieco32virus		Escherichia virus ECB2
1608440	Viruses										Chimeric virus 14
1610872	Viruses				Caudovirales		Siphoviridae				Staphylococcus phage IME-SA4
1619219	Viruses						Anelloviridae		Alphatorquevirus		Simian torque teno virus 31
1619220	Viruses						Anelloviridae		Alphatorquevirus		Simian torque teno virus 32
1629657	Viruses						Anelloviridae		Alphatorquevirus		Simian torque teno virus 34
1629665	Viruses						Narnaviridae		Mitovirus		Botrytis cinerea mitovirus 2
1633149	Viruses				Caudovirales		Siphoviridae		Phifelvirus		Enterococcus virus FL1
1633150	Viruses				Caudovirales		Siphoviridae		Phifelvirus		Enterococcus virus FL2
1633151	Viruses				Caudovirales		Siphoviridae		Phifelvirus		Enterococcus virus FL3
1634488	Viruses						Genomoviridae		Gemykibivirus		Human associated gemykibivirus 3
1636189	Viruses				Caudovirales		Podoviridae		Lit1virus		Pseudomonas phage YH30
1636204	Viruses				Caudovirales		Siphoviridae		Phietavirus		Staphylococcus phage B166
1636205	Viruses				Caudovirales		Siphoviridae		Phietavirus		Staphylococcus phage B236
1636270	Viruses				Caudovirales		Podoviridae				Rhodoferax phage P26218
1636313	Viruses				Caudovirales		Podoviridae	Autographivirinae	T7virus		Enterobacter phage E-2
1636314	Viruses				Caudovirales		Podoviridae	Autographivirinae	T7virus		Enterobacter phage E-3
1640970	Viruses				Caudovirales		Myoviridae		Pbunavirus		Pseudomonas virus DL60
1640974	Viruses				Caudovirales		Myoviridae		Pbunavirus		Pseudomonas virus DL68
1647300	Viruses				Caudovirales		Siphoviridae		L5virus		Mycobacterium phage Luchador
1647385	Viruses				Caudovirales		Podoviridae	Autographivirinae	T7virus		Delftia phage IME-DE1
1647411	Viruses				Caudovirales		Siphoviridae		T5virus		Salmonella phage NR01
1647419	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium phage PHL030
1647421	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium phage PHL055
1647425	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium phage PHL082
1647426	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium phage PHL085
1647434	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium phage PHL150
1647455	Viruses				Caudovirales		Myoviridae	Peduovirinae	P2virus		Salmonella phage SEN1
1647458	Viruses				Caudovirales		Podoviridae		P22virus		Salmonella phage SEN22
1647463	Viruses				Caudovirales		Myoviridae				Salmonella phage SEN34
1647465	Viruses				Caudovirales		Myoviridae	Peduovirinae	P2virus		Salmonella phage SEN4
1647466	Viruses				Caudovirales		Myoviridae	Peduovirinae	P2virus		Salmonella phage SEN5
1647469	Viruses				Caudovirales		Siphoviridae				Gordonia phage GAL1
1649239	Viruses				Caudovirales		Myoviridae	Peduovirinae	P2virus		Escherichia phage pro147
1649240	Viruses				Caudovirales		Myoviridae	Peduovirinae	P2virus		Escherichia phage pro483
1654740	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium phage BruceLethal
1654780	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium phage Enoki
1654781	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium phage Moyashi
1654782	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium phage QueenBey
1654919	Viruses				Caudovirales		Myoviridae				Pseudoalteromonas phage H101
1654926	Viruses				Caudovirales		Myoviridae	Tevenvirinae	T4virus		Escherichia phage HY03
1654928	Viruses				Caudovirales		Myoviridae	Tevenvirinae	Jd18virus		Klebsiella virus PKO111
1655305	Viruses				Caudovirales		Myoviridae	Tevenvirinae	Rb69virus		Escherichia phage APCEc01
1655644	Viruses						Microviridae				Parabacteroides phage YZ-2015a
1655645	Viruses						Microviridae				Parabacteroides phage YZ-2015b
1659230	Viruses				Caudovirales		Siphoviridae		Septima3virus		Stenotrophomonas phage vB_SmaS-DLP
1673887	Viruses				Caudovirales		Myoviridae	Tevenvirinae	Kp15virus		Citrobacter phage IME-CF2
1674930	Viruses				Caudovirales		Siphoviridae		Triavirus		Staphylococcus phage vB_SauS_phi2
1675607	Viruses				Caudovirales		Myoviridae	Tevenvirinae	Kp15virus		Klebsiella virus Matisse
1690805	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium phage PAC1
1690817	Viruses				Caudovirales		Siphoviridae				Streptomyces phage SF1
1690818	Viruses				Caudovirales		Siphoviridae				Streptomyces phage SF3
1698357	Viruses				Caudovirales		Siphoviridae		Che8virus		Mycobacterium phage Dante
1698360	Viruses				Caudovirales		Myoviridae	Tevenvirinae	Jd18virus		Klebsiella virus JD18
1698421	Viruses				Caudovirales		Siphoviridae		Phietavirus		Staphylococcus phage phiJB
1701257	Viruses				Caudovirales		Siphoviridae	Guernseyvirinae			Enterobacter phage phiEap-2
1701404	Viruses						Microviridae	Gokushovirinae			Gokushovirinae GAIR4
1701810	Viruses				Caudovirales		Myoviridae	Tevenvirinae	Kp15virus		Citrobacter phage Margaery
1701811	Viruses				Caudovirales		Siphoviridae				Streptococcus phage phiARI0004
1701812	Viruses				Caudovirales		Siphoviridae				Streptococcus phage phiARI0031
1701813	Viruses				Caudovirales		Siphoviridae				Streptococcus phage phiARI0131-1
1701814	Viruses				Caudovirales		Siphoviridae				Streptococcus phage phiARI0131-2
1701824	Viruses				Caudovirales		Siphoviridae				Streptococcus phage phiARI0460-1
1701826	Viruses				Caudovirales		Siphoviridae				Streptococcus phage phiARI0462
1701827	Viruses				Caudovirales		Siphoviridae				Streptococcus phage phiARI0468-1
1701828	Viruses				Caudovirales		Siphoviridae				Streptococcus phage phiARI0468-2
1701830	Viruses				Caudovirales		Siphoviridae				Streptococcus phage phiARI0468-4
1701837	Viruses				Caudovirales		Siphoviridae				Streptococcus phage phiARI0746
1701842	Viruses				Caudovirales		Siphoviridae				Streptococcus phage phiARI0923
1701853	Viruses				Caudovirales		Siphoviridae		L5virus		Mycobacterium phage Serenity
1715778	Viruses						Adenoviridae		Mastadenovirus		Simian mastadenovirus E
1718278	Viruses				Caudovirales		Siphoviridae				Brucella phage BiPBO1
1719140	Viruses				Caudovirales		Myoviridae				Klebsiella phage vB_KpnM_KB57
1720494	Viruses				Caudovirales		Myoviridae	Tevenvirinae	T4virus		Escherichia phage slur02
1720495	Viruses				Caudovirales		Myoviridae	Vequintavirinae	V5virus		Escherichia phage slur16
1720498	Viruses				Caudovirales		Siphoviridae		Hk578virus		Escherichia phage slur05
1720500	Viruses				Caudovirales		Myoviridae	Tevenvirinae	T4virus		Escherichia phage slur07
1720501	Viruses				Caudovirales		Myoviridae	Tevenvirinae	T4virus		Escherichia phage slur08
1729937	Viruses				Caudovirales		Myoviridae				Pseudomonas phage VCM
1732063	Viruses				Caudovirales		Siphoviridae		Spbetavirus		Staphylococcus phage SPbeta-like
1732064	Viruses				Caudovirales		Siphoviridae				Staphylococcus phage StB20-like
1739607	Viruses				Caudovirales		Siphoviridae				Lactobacillus phage CL1
1739608	Viruses				Caudovirales		Siphoviridae				Lactobacillus phage CL2
1739609	Viruses				Caudovirales		Siphoviridae				Lactobacillus phage iA2
1739610	Viruses				Caudovirales		Siphoviridae				Lactobacillus phage iLp84
1739611	Viruses				Caudovirales		Siphoviridae				Lactobacillus phage iLp1308
1743016	Viruses				Caudovirales		Siphoviridae				Pseudomonas phage vB_PaeS_PM105
1747271	Viruses				Caudovirales		Siphoviridae		Pa6virus		Propionibacterium phage PA1-14
1747326	Viruses				Caudovirales		Siphoviridae				Enterococcus phage vB_EfaS_IME197
1754217	Viruses				Caudovirales		Myoviridae	Peduovirinae	Hp1virus		Pseudomonas phage phi3
1755689	Viruses				Caudovirales		Siphoviridae				Pseudomonas phage YMC11/02/R656
1755692	Viruses				Caudovirales		Podoviridae	Autographivirinae	T7virus		Pseudomonas phage PPPL-1
1755695	Viruses				Caudovirales		Podoviridae	Autographivirinae	T7virus		Escherichia phage vB_EcoP_GA2A
1776177	Viruses						Endornaviridae		Alphaendornavirus		Cucumis melo alphaendornavirus
1777052	Viruses				Caudovirales		Siphoviridae				Pseudomonas phage JBD44
1777053	Viruses				Caudovirales		Siphoviridae		D3112virus		Pseudomonas phage JBD69
1777054	Viruses				Caudovirales		Siphoviridae		D3112virus		Pseudomonas phage JBD93
1777064	Viruses				Caudovirales		Siphoviridae				Pseudomonas phage YMC11/07/P54_PAE_BP
1788294	Viruses				Caudovirales		Podoviridae	Autographivirinae	T7virus		Escherichia phage LM33_P1
1792222	Viruses				Caudovirales		Myoviridae		Ap22virus		Acinetobacter phage LZ35
1792269	Viruses				Caudovirales		Siphoviridae		Phietavirus		Staphylococcus phage CNPx
1792273	Viruses				Caudovirales		Podoviridae				Flavobacterium phage 2A
1792274	Viruses										Flavobacterium phage Fpv1
1805464	Viruses				Caudovirales		Podoviridae	Autographivirinae	T7virus		Citrobacter phage SH1
1810705	Viruses				Caudovirales		Podoviridae		P22virus		Salmonella phage 118970_sal4
1813613	Viruses				Picornavirales						Picornavirales Bu-3
1813769	Viruses				Caudovirales		Siphoviridae		Pis4avirus		Salmonella phage 64795_sal3
1813771	Viruses				Caudovirales		Myoviridae				Salmonella phage 118970_sal3
1813779	Viruses				Caudovirales		Podoviridae		P22virus		Salmonella phage 103203_sal5
1813781	Viruses				Caudovirales		Siphoviridae		Chivirus		Salmonella phage 118970_sal1
1813782	Viruses				Caudovirales		Siphoviridae		T5virus		Salmonella virus 118970sal2
1814280	Viruses										Flavobacterium phage Fpv10
1814281	Viruses										Flavobacterium phage Fpv11
1814282	Viruses										Flavobacterium phage Fpv2
1814283	Viruses										Flavobacterium phage Fpv20
1814284	Viruses										Flavobacterium phage Fpv3
1814285	Viruses										Flavobacterium phage Fpv5
1814286	Viruses										Flavobacterium phage Fpv6
1814287	Viruses										Flavobacterium phage Fpv7
1814288	Viruses										Flavobacterium phage Fpv8
1814957	Viruses				Caudovirales		Siphoviridae				Streptococcus virus 9871
1814958	Viruses				Caudovirales		Siphoviridae				Streptococcus virus 9872
1814960	Viruses				Caudovirales		Siphoviridae				Streptococcus virus 9874
1815510	Viruses				Caudovirales		Siphoviridae				Lactobacillus phage PLE3
1815511	Viruses				Caudovirales		Siphoviridae				Lactobacillus phage PLE2
1815590	Viruses				Caudovirales		Myoviridae	Tevenvirinae	T4virus		Escherichia phage vB_EcoM-UFV13
1815955	Viruses				Caudovirales		Siphoviridae				Lactococcus phage PLgT-1
1815968	Viruses				Caudovirales		Myoviridae		P1virus		Salmonella phage SJ46
1815969	Viruses				Caudovirales		Siphoviridae		L5virus		Mycobacterium phage Loser
1815972	Viruses				Caudovirales		Siphoviridae		L5virus		Mycobacterium phage ArcherNM
1821727	Viruses				Caudovirales		Siphoviridae	Pclasvirinae	Fishburnevirus		Mycobacterium phage Shipwreck
1837842	Viruses				Caudovirales		Podoviridae	Autographivirinae	T7virus		Escherichia phage 64795_ec1
1837867	Viruses				Caudovirales		Myoviridae	Tevenvirinae	T4virus		Escherichia phage UFV-AREG1
1838062	Viruses				Caudovirales		Siphoviridae				Gordonia phage Blueberry
1838138	Viruses				Caudovirales		Siphoviridae		Pfr1virus		Propionibacterium phage PFR2
1843734	Viruses						Genomoviridae		Gemygorvirus		Mallard associated gemygorvirus 1
1843740	Viruses						Genomoviridae		Gemycircularvirus		Chicken associated gemycircularvirus 1
1843771	Viruses										Llama faeces associated circular DNA virus-1
1846169	Viruses				Herpesvirales		Herpesviridae	Betaherpesvirinae	Roseolovirus		Macaca nemestrina herpesvirus 7
1852625	Viruses				Caudovirales		Myoviridae	Tevenvirinae	Jd18virus		Klebsiella phage vB_KpnM_KpV477
1852629	Viruses				Caudovirales		Siphoviridae				Acinetobacter phage vB_AbaS_TRS1
1857099	Viruses				Caudovirales		Siphoviridae	Guernseyvirinae	Jerseyvirus		Salmonella phage BPS11Q3
1859149	Viruses						Anelloviridae		Betatorquevirus		Torque teno mini virus 18
1862824	Viruses						Genomoviridae		Gemycircularvirus		Gemycircularvirus HV-GcV1
1862958	Viruses				Caudovirales		Siphoviridae		C2virus		Lactococcus phage D4410
1862959	Viruses				Caudovirales		Siphoviridae		C2virus		Lactococcus phage D4412
1862960	Viruses				Caudovirales		Siphoviridae		C2virus		Lactococcus phage M5938
1862961	Viruses				Caudovirales		Siphoviridae		C2virus		Lactococcus phage M6162
1862962	Viruses				Caudovirales		Siphoviridae		C2virus		Lactococcus phage M6165
1863007	Viruses				Caudovirales		Myoviridae	Tevenvirinae	T4virus		Shigella phage SHBML-50-1
1863008	Viruses				Caudovirales		Myoviridae	Tevenvirinae	T4virus		Shigella phage SHFML-11
1863009	Viruses				Caudovirales		Myoviridae	Tevenvirinae	T4virus		Shigella phage SHFML-26
1863010	Viruses				Caudovirales		Siphoviridae		T5virus		Shigella phage SHSML-45
1863011	Viruses				Caudovirales		Myoviridae	Tevenvirinae	Rb69virus		Shigella phage SHSML-52-1
1864623	Viruses				Caudovirales		Podoviridae		Epsilon15virus		Enterobacter phage Tyrion
1868170	Viruses				Caudovirales		Siphoviridae	Guernseyvirinae	Jerseyvirus		Salmonella phage MA12
1868596	Viruses				Caudovirales		Siphoviridae				Pseudomonas phage MD8
1871313	Viruses				Caudovirales		Myoviridae	Tevenvirinae	Kp15virus		Citrobacter phage vB_CfrM_CfP1
1871678	Viruses				Caudovirales		Siphoviridae				Lactococcus phage 28201
1871681	Viruses				Caudovirales		Siphoviridae				Lactococcus phage 50101
1871687	Viruses				Caudovirales		Siphoviridae				Lactococcus phage 63301
1871690	Viruses				Caudovirales		Siphoviridae				Lactococcus phage 98201
1873949	Viruses				Caudovirales		Podoviridae	Autographivirinae			Pseudomonas phage Andromeda
1873959	Viruses				Caudovirales		Podoviridae	Autographivirinae			Pectobacterium phage PP90
1873985	Viruses				Caudovirales		Siphoviridae		Pis4avirus		Salmonella phage IME207
1873990	Viruses				Caudovirales		Myoviridae	Ounavirinae	Felixo1virus		Escherichia phage vB_EcoM_Alf5
1883371	Viruses				Caudovirales		Myoviridae		Spn3virus		Erwinia phage vB_EamM_ChrisDB
1883372	Viruses				Caudovirales		Myoviridae		Spn3virus		Erwinia phage vB_EamM_EarlPhillipIV
1883374	Viruses				Caudovirales		Myoviridae		Spn3virus		Erwinia phage vB_EamM_Kwan
1883377	Viruses				Caudovirales		Myoviridae		Spn3virus		Erwinia phage vB_EamM_Phobos
1883379	Viruses				Caudovirales		Myoviridae		Spn3virus		Erwinia phage vB_EamM_Caitlin
1887645	Viruses				Caudovirales		Siphoviridae		Smoothievirus		Gordonia phage Cucurbita
1903266	Viruses						Pithoviridae				Cedratvirus A11
1910936	Viruses				Caudovirales		Myoviridae		Agatevirus		Bacillus virus Bobb
1910937	Viruses				Caudovirales		Myoviridae		Agatevirus		Bacillus virus Bp8pC
1910969	Viruses						Microviridae	Bullavirinae	G4microvirus		Escherichia virus Talmos
1911008	Viruses				Caudovirales		Siphoviridae	Guernseyvirinae	K1gvirus		Escherichia virus K1G
1911010	Viruses				Caudovirales		Siphoviridae	Guernseyvirinae	K1gvirus		Escherichia virus K1H
1913655	Viruses				Caudovirales		Myoviridae	Tevenvirinae	Cc31virus		Enterobacter virus PG7
1913656	Viruses				Caudovirales		Myoviridae	Tevenvirinae	Cc31virus		Escherichia virus CC31
1913657	Viruses				Caudovirales		Myoviridae	Tevenvirinae	S16virus		Salmonella virus STML198
1913683	Viruses				Caudovirales		Myoviridae	Tevenvirinae	Sp18virus		Escherichia virus VR7
1913684	Viruses				Caudovirales		Myoviridae	Tevenvirinae	Sp18virus		Escherichia virus VR20
1913685	Viruses				Caudovirales		Myoviridae	Tevenvirinae	Sp18virus		Escherichia virus VR25
1913686	Viruses				Caudovirales		Myoviridae	Tevenvirinae	Sp18virus		Escherichia virus VR26
1913995	Viruses				Caudovirales		Myoviridae	Tevenvirinae	Sp18virus		Shigella virus SP18
1914155	Viruses				Caudovirales		Myoviridae	Tevenvirinae	Rb69virus		Escherichia virus HX01
1914160	Viruses				Caudovirales		Myoviridae	Tevenvirinae	Rb69virus		Escherichia virus JS09
1914161	Viruses				Caudovirales		Myoviridae	Tevenvirinae	Rb69virus		Escherichia virus RB69
1914162	Viruses				Caudovirales		Myoviridae	Tevenvirinae	Rb69virus		Shigella virus UTAM
1914199	Viruses				Caudovirales		Myoviridae	Tevenvirinae	T4virus		Escherichia virus AR1
1914200	Viruses				Caudovirales		Myoviridae	Tevenvirinae	T4virus		Escherichia virus Ime09
1914201	Viruses				Caudovirales		Myoviridae	Tevenvirinae	T4virus		Escherichia virus E112
1914202	Viruses				Caudovirales		Myoviridae	Tevenvirinae	T4virus		Escherichia virus ECML134
1914204	Viruses				Caudovirales		Myoviridae	Tevenvirinae	T4virus		Escherichia virus C40
1914205	Viruses				Caudovirales		Myoviridae	Tevenvirinae	T4virus		Shigella virus Shfl2
1914206	Viruses				Caudovirales		Myoviridae	Tevenvirinae	T4virus		Shigella virus Pss1
1914207	Viruses				Caudovirales		Myoviridae	Tevenvirinae	T4virus		Yersinia virus PST
1914208	Viruses				Caudovirales		Myoviridae	Tevenvirinae	T4virus		Yersinia virus D1
1914853	Viruses				Caudovirales		Myoviridae	Vequintavirinae	V5virus		Escherichia virus V5
1914892	Viruses				Caudovirales		Myoviridae	Vequintavirinae	Se1virus		Salmonella virus SE1
1914893	Viruses				Caudovirales		Myoviridae	Vequintavirinae	Se1virus		Salmonella virus SSE121
1914897	Viruses				Caudovirales		Myoviridae	Vequintavirinae	Cr3virus		Cronobacter virus CR3
1914898	Viruses				Caudovirales		Myoviridae	Vequintavirinae	Cr3virus		Cronobacter virus CR8
1914899	Viruses				Caudovirales		Myoviridae	Vequintavirinae	Cr3virus		Cronobacter virus CR9
1918192	Viruses				Caudovirales		Siphoviridae		Cba181virus		Cellulophaga virus Cba181
1918524	Viruses				Caudovirales		Podoviridae		Cba41virus		Cellulophaga virus Cba41
1918525	Viruses				Caudovirales		Podoviridae		Cba41virus		Cellulophaga virus Cba172
1918727	Viruses				Caudovirales		Myoviridae		Cvm10virus		Escherichia virus ep3
1920754	Viruses				Caudovirales		Podoviridae		G7cvirus		Escherichia virus G7C
1920755	Viruses				Caudovirales		Podoviridae		G7cvirus		Escherichia virus APEC7
1920756	Viruses				Caudovirales		Podoviridae		G7cvirus		Escherichia virus APEC5
1920757	Viruses				Caudovirales		Podoviridae		G7cvirus		Escherichia virus Bp4
1920758	Viruses				Caudovirales		Podoviridae		G7cvirus		Escherichia virus ECBP1
1920759	Viruses				Caudovirales		Podoviridae		G7cvirus		Escherichia virus IME11
1920761	Viruses				Caudovirales		Podoviridae		G7cvirus		Shigella virus Sb1
1920765	Viruses				Caudovirales		Podoviridae		Lit1virus		Pseudomonas virus Ab09
1920861	Viruses				Caudovirales		Siphoviridae	Tunavirinae	Kp36virus		Klebsiella virus KP36
1920862	Viruses				Caudovirales		Siphoviridae	Tunavirinae	Kp36virus		Klebsiella virus 1513
1921004	Viruses				Caudovirales		Siphoviridae	Tunavirinae	T1virus		Escherichia virus ADB2
1921005	Viruses				Caudovirales		Siphoviridae	Tunavirinae	T1virus		Shigella virus PSf2
1921008	Viruses				Caudovirales		Siphoviridae	Tunavirinae	T1virus		Escherichia virus T1
1921017	Viruses				Caudovirales		Myoviridae		Nit1virus		Bacillus virus Grass
1921018	Viruses				Caudovirales		Myoviridae		Nit1virus		Bacillus virus NIT1
1921019	Viruses				Caudovirales		Myoviridae		Nit1virus		Bacillus virus SPG24
1921118	Viruses				Caudovirales		Siphoviridae		Nonagvirus		Escherichia virus 9g
1921119	Viruses				Caudovirales		Siphoviridae		Nonagvirus		Escherichia virus JenK1
1921120	Viruses				Caudovirales		Siphoviridae		Nonagvirus		Escherichia virus JenP1
1921121	Viruses				Caudovirales		Siphoviridae		Nonagvirus		Escherichia virus JenP2
1921123	Viruses				Caudovirales		Siphoviridae		Nonanavirus		Salmonella virus 9NA
1921545	Viruses				Caudovirales		Siphoviridae		Septima3virus		Pseudomonas virus 73
1921546	Viruses				Caudovirales		Siphoviridae		Septima3virus		Pseudomonas virus Kakheti25
1921547	Viruses				Caudovirales		Siphoviridae		Septima3virus		Pseudomonas virus Ab26
1921548	Viruses				Caudovirales		Siphoviridae		Septima3virus		Burkholderia virus KL1
1922246	Viruses				Caudovirales		Siphoviridae		Sextaecvirus		Staphylococcus virus Sextaec
1922247	Viruses				Caudovirales		Siphoviridae		Sextaecvirus		Staphylococcus virus SEP9
1922770	Viruses										Changjiang crawfish virus 6
1923133	Viruses										Hubei picorna-like virus 51
1924729	Viruses				Caudovirales		Myoviridae	Spounavirinae	Kayvirus		Staphylococcus virus JD7
1924730	Viruses				Caudovirales		Myoviridae	Spounavirinae	Kayvirus		Staphylococcus virus SA12
1924731	Viruses				Caudovirales		Myoviridae	Spounavirinae	Kayvirus		Staphylococcus virus P108
1924732	Viruses				Caudovirales		Myoviridae	Spounavirinae	Kayvirus		Staphylococcus virus G15
1924733	Viruses				Caudovirales		Myoviridae	Spounavirinae	Kayvirus		Staphylococcus virus MCE2014
1924734	Viruses				Caudovirales		Myoviridae	Spounavirinae	Kayvirus		Staphylococcus virus S253
1930269	Viruses						Tombusviridae		Panicovirus		Bermuda grass latent virus
1930509	Viruses				Picornavirales				Husavirus		Husavirus sp.
1945565	Viruses				Caudovirales		Siphoviridae	Tunavirinae	Rtpvirus		Escherichia virus ACGM12
1945575	Viruses				Caudovirales		Siphoviridae		T5virus		Salmonella virus Shivani
1945589	Viruses						Microviridae	Bullavirinae	Alpha3microvirus		Escherichia virus alpha3
1954380	Viruses				Caudovirales		Siphoviridae		Hk578virus		Sodalis virus SO1
1962299	Viruses						Adenoviridae		Mastadenovirus		Simian mastadenovirus B
1965376	Viruses				Caudovirales		Myoviridae	Ounavirinae	Felixo1virus		Escherichia virus EC6
1965378	Viruses				Caudovirales		Myoviridae	Ounavirinae	Felixo1virus		Escherichia virus AYO145A
1965379	Viruses				Caudovirales		Myoviridae	Ounavirinae	Felixo1virus		Escherichia virus JH2
1965382	Viruses				Caudovirales		Myoviridae	Ounavirinae	Felixo1virus		Escherichia virus VpaE1
